checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct,personal_status_sex,other_debtors,present_residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_risk
2,-0.7824946124917905,0,7,-1.2010948502746293,3,0,0.052280634896496016,0,2,0.15306001128894414,2,0.6253440870437356,1,2,1.045047093438766,1,-0.4364357804719845,0,1,0
0,1.494888525274221,3,5,2.2417847909560464,0,2,0.9421637820708985,3,0,-1.6476460038751053,3,-0.578130839909419,1,2,-0.7187454693270836,0,-0.4364357804719845,1,1,1
3,-0.4978217202710391,3,1,0.07823032258202332,3,1,-0.8376025122779064,0,2,0.15306001128894414,1,-1.4113057893385261,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,0.3561969563912153,3,2,1.6413381049020168,2,4,0.9421637820708985,3,2,-0.7472929962930807,3,-0.578130839909419,1,0,-0.7187454693270836,0,-0.4364357804719845,1,1,0
3,-0.21314882805028765,1,7,-1.099743918323436,1,3,0.9421637820708985,3,2,0.15306001128894414,0,-0.3004058567663834,0,1,1.045047093438766,0,-0.4364357804719845,1,1,0
1,2.064234309715724,3,2,0.8162493816084394,2,1,0.9421637820708985,3,2,0.15306001128894414,0,-0.8558558230524548,1,1,-0.7187454693270836,1,2.29128784747792,0,1,0
3,1.2102156330534697,1,2,1.951840505516127,2,1,0.052280634896496016,3,2,-0.7472929962930807,1,-0.022680873623347676,1,1,1.045047093438766,0,-0.4364357804719845,1,1,0
3,-1.067167504712542,1,5,-0.281104799790389,2,4,-0.8376025122779064,3,2,0.15306001128894414,1,-0.3929808511473953,1,1,-0.7187454693270836,0,-0.4364357804719845,0,1,0
0,-0.7824946124917905,3,1,-0.9256045897891131,3,0,0.9421637820708985,2,2,-1.6476460038751053,2,-1.2261558005765023,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,0.3561969563912153,2,0,-0.29538606747442075,1,0,0.9421637820708985,3,2,-0.7472929962930807,1,0.8104940758057594,1,1,1.045047093438766,1,2.29128784747792,1,1,0
0,-0.7824946124917905,4,5,-0.02173855120619908,2,2,0.9421637820708985,0,2,0.15306001128894414,0,-0.9484308174334667,1,2,1.045047093438766,1,-0.4364357804719845,0,1,1
1,-0.4978217202710391,1,5,-0.708621458202695,2,3,0.9421637820708985,3,2,1.053413018870969,1,0.8104940758057594,1,1,1.045047093438766,1,2.29128784747792,1,1,0
0,0.07152406417046382,3,0,-0.8422204139565406,2,3,-0.8376025122779064,0,2,1.053413018870969,0,0.3476191039006999,1,1,-0.7187454693270836,1,2.29128784747792,0,1,1
3,0.3561969563912153,3,2,-0.1903496470886387,3,0,-0.8376025122779064,0,2,1.053413018870969,1,-0.670705834290431,1,2,-0.7187454693270836,1,-0.4364357804719845,1,1,0
1,-1.3518403969332935,3,1,-0.8353101231416864,0,3,0.052280634896496016,3,2,-0.7472929962930807,0,0.7179190814247475,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
1,-0.9722765406389582,1,1,-0.9113233221050814,2,1,0.9421637820708985,3,0,0.15306001128894414,0,1.2733690477108188,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
1,2.064234309715724,3,7,1.7238009086259423,2,0,0.052280634896496016,0,2,-0.7472929962930807,1,-0.3929808511473953,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,1
3,1.494888525274221,1,7,0.1500973470565058,4,3,0.9421637820708985,3,2,-0.7472929962930807,1,1.4585190364728426,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
3,-0.7824946124917905,3,7,-0.38936602255643626,2,2,-0.8376025122779064,0,2,-0.7472929962930807,1,-0.578130839909419,0,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,0.3561969563912153,1,5,-0.4552441283247119,2,1,-0.8376025122779064,3,2,-0.7472929962930807,0,-0.48555584552840714,1,1,1.045047093438766,3,-0.4364357804719845,0,1,0
0,0.6408698486119667,3,0,-0.22490110116290912,2,2,0.9421637820708985,0,2,-1.6476460038751053,0,-0.3004058567663834,1,1,-0.7187454693270836,1,2.29128784747792,1,1,0
1,0.07152406417046382,3,7,-0.5441565368091678,2,0,0.052280634896496016,0,2,-0.7472929962930807,2,-0.9484308174334667,1,1,1.045047093438766,1,-0.4364357804719845,1,1,1
1,-0.4978217202710391,4,1,-0.9518636948855587,2,3,0.9421637820708985,3,2,0.15306001128894414,1,-0.20783086238537146,1,2,1.045047093438766,1,2.29128784747792,0,1,1
1,2.064234309715724,3,5,2.241612033685675,2,1,-0.8376025122779064,3,1,1.053413018870969,0,0.9030690701867713,1,0,-0.7187454693270836,1,2.29128784747792,0,1,0
3,-0.7824946124917905,3,7,-0.40318660418614444,0,1,0.052280634896496016,3,2,-1.6476460038751053,3,-0.022680873623347676,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,2.064234309715724,2,7,2.0278537044795217,4,0,-1.727485659452309,3,2,-1.6476460038751053,2,-0.7632808286714429,1,1,-0.7187454693270836,3,-0.4364357804719845,0,1,0
3,0.3561969563912153,1,2,0.39241821163072227,2,3,0.9421637820708985,0,2,-0.7472929962930807,1,0.5327690926627237,1,2,1.045047093438766,0,-0.4364357804719845,1,1,0
0,-0.21314882805028765,3,2,2.2417847909560464,2,4,0.052280634896496016,0,2,1.053413018870969,3,0.25504410951968803,1,0,-0.7187454693270836,0,-0.4364357804719845,1,1,1
3,0.3561969563912153,3,7,0.10080393924388,1,3,0.052280634896496016,1,2,-0.7472929962930807,1,-0.8558558230524548,1,1,-0.7187454693270836,0,-0.4364357804719845,1,1,0
0,2.064234309715724,0,6,2.2417847909560464,0,3,0.052280634896496016,0,2,1.053413018870969,3,2.29169398590195,0,0,1.045047093438766,0,-0.4364357804719845,1,1,1
3,1.494888525274221,3,2,0.7692594040674317,2,0,-0.8376025122779064,3,2,-0.7472929962930807,3,-0.3004058567663834,1,0,-0.7187454693270836,0,-0.4364357804719845,1,1,0
3,0.7357608126855505,0,2,2.214892242534906,4,2,0.052280634896496016,3,1,1.053413018870969,2,0.4401940982817118,0,2,1.045047093438766,1,2.29128784747792,1,1,0
3,-0.21314882805028765,1,2,0.09803982291793836,4,4,-0.8376025122779064,3,2,1.053413018870969,3,0.25504410951968803,1,1,-0.7187454693270836,0,-0.4364357804719845,1,1,0
3,1.7795614174949725,3,2,-0.2060129729356413,1,0,0.9421637820708985,3,2,1.053413018870969,1,-1.0410058118144785,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,0.07152406417046382,4,1,0.9152968832880145,4,0,-1.727485659452309,0,2,1.053413018870969,0,-0.578130839909419,0,1,1.045047093438766,1,-0.4364357804719845,1,1,1
2,-1.067167504712542,3,7,-0.8707829493246041,0,3,-0.8376025122779064,1,2,1.053413018870969,2,1.2733690477108188,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,1.494888525274221,3,5,0.19800869670616075,2,3,0.9421637820708985,3,2,-0.7472929962930807,1,0.6253440870437356,1,1,-0.7187454693270836,1,2.29128784747792,0,1,1
0,1.494888525274221,2,1,-0.3644889756229616,2,3,0.9421637820708985,3,2,1.053413018870969,3,2.013969002758914,0,0,1.045047093438766,1,-0.4364357804719845,1,1,1
1,-0.6876036484182068,1,0,-0.5616626068734648,2,2,0.052280634896496016,3,2,-1.6476460038751053,0,-0.670705834290431,0,1,1.045047093438766,3,-0.4364357804719845,0,1,0
3,-0.7824946124917905,1,1,-1.0753275574442849,0,1,0.9421637820708985,0,2,0.15306001128894414,1,1.4585190364728426,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
0,-0.4978217202710391,3,1,-0.17745043756757775,0,0,-0.8376025122779064,0,2,1.053413018870969,1,-0.670705834290431,1,2,1.045047093438766,1,-0.4364357804719845,1,1,1
3,-0.7824946124917905,1,1,-0.9629201601893251,2,4,-1.727485659452309,0,2,-0.7472929962930807,0,0.25504410951968803,1,1,-0.7187454693270836,2,-0.4364357804719845,0,1,0
3,-1.067167504712542,1,4,-0.9583132996460891,1,3,0.9421637820708985,3,2,-0.7472929962930807,1,1.5510940308538546,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
1,2.064234309715724,3,1,2.1867903932211656,2,3,0.9421637820708985,3,2,1.053413018870969,3,0.6253440870437356,0,0,-0.7187454693270836,0,-0.4364357804719845,0,1,1
3,0.9255427408327181,0,2,2.0587196701192036,4,4,0.9421637820708985,0,2,-1.6476460038751053,2,1.6436690252348665,0,1,-0.7187454693270836,0,-0.4364357804719845,1,1,1
0,-0.7824946124917905,3,7,-0.682823039160573,2,2,-1.727485659452309,2,2,-1.6476460038751053,2,-1.1335808061954904,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,1
1,2.064234309715724,3,2,2.2417847909560464,2,1,0.9421637820708985,3,2,1.053413018870969,3,0.3476191039006999,2,0,2.8088396562046154,1,2.29128784747792,1,1,1
0,1.7795614174949725,1,7,0.8830488594853622,2,1,-0.8376025122779064,3,1,-0.7472929962930807,2,-0.9484308174334667,1,1,1.045047093438766,1,-0.4364357804719845,0,1,1
3,1.494888525274221,3,7,-0.2866330324422723,4,0,0.9421637820708985,0,2,1.053413018870969,1,-0.9484308174334667,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,-0.7824946124917905,1,8,-0.9306721363866728,4,1,0.9421637820708985,0,2,1.053413018870969,2,-1.1335808061954904,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
1,-0.21314882805028765,3,5,0.5237137371129499,2,0,-0.8376025122779064,3,0,0.15306001128894414,1,0.6253440870437356,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
1,0.3561969563912153,1,7,-0.8224109136206255,3,3,0.9421637820708985,0,2,1.053413018870969,0,2.013969002758914,1,2,1.045047093438766,0,-0.4364357804719845,1,1,0
3,-1.2569494328597097,2,7,-0.9997750445352136,4,3,0.052280634896496016,3,2,1.053413018870969,3,0.06989412075766421,1,0,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,0.3561969563912153,1,7,-0.5367855599399901,2,1,0.9421637820708985,2,1,-0.7472929962930807,1,-0.20783086238537146,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
1,-0.7824946124917905,3,5,-0.7989159248501216,2,0,-0.8376025122779064,0,2,1.053413018870969,1,-1.4113057893385261,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,1
0,-0.21314882805028765,1,5,2.0075835180892834,2,4,0.9421637820708985,3,2,1.053413018870969,0,0.4401940982817118,2,1,1.045047093438766,0,-0.4364357804719845,1,1,0
0,0.3561969563912153,2,0,1.8200842939795758,0,1,0.9421637820708985,3,2,1.053413018870969,1,0.06989412075766421,1,2,-0.7187454693270836,0,-0.4364357804719845,1,1,0
3,1.494888525274221,2,2,2.2417847909560464,4,1,0.052280634896496016,3,2,-0.7472929962930807,1,-0.3929808511473953,2,1,-0.7187454693270836,0,2.29128784747792,1,1,0
3,0.3561969563912153,0,0,-0.6713058878024829,2,1,0.9421637820708985,3,2,1.053413018870969,1,1.3659440420918307,0,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
2,-0.4978217202710391,3,4,-1.2089265131981306,2,2,0.9421637820708985,0,2,1.053413018870969,0,-1.1335808061954904,1,2,-0.7187454693270836,1,-0.4364357804719845,1,1,0
3,-0.7824946124917905,1,5,-0.8099723901538881,2,2,-0.8376025122779064,0,2,1.053413018870969,0,-1.2261558005765023,1,2,1.045047093438766,3,-0.4364357804719845,0,1,0
3,2.064234309715724,0,0,0.27310052356090847,2,0,-1.727485659452309,0,2,-1.6476460038751053,2,-0.7632808286714429,2,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,-0.21314882805028765,4,1,-0.3400726147438105,0,2,0.052280634896496016,0,2,0.15306001128894414,1,-0.670705834290431,1,1,1.045047093438766,1,-0.4364357804719845,0,1,1
3,-0.7824946124917905,1,7,-0.7947697503612091,2,0,0.9421637820708985,0,2,-0.7472929962930807,0,-0.022680873623347676,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
0,-1.1620584687861257,3,7,-1.0393940452070436,2,1,0.9421637820708985,0,1,-0.7472929962930807,2,0.8104940758057594,1,1,-0.7187454693270836,3,-0.4364357804719845,0,1,0
1,1.494888525274221,2,4,1.7832294096336874,2,0,0.9421637820708985,3,2,0.15306001128894414,0,-0.578130839909419,2,1,-0.7187454693270836,1,-0.4364357804719845,1,1,1
3,-1.3518403969332935,3,3,-0.7731175058079996,1,0,-1.727485659452309,1,2,1.053413018870969,2,2.4768439746639737,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,-0.21314882805028765,1,1,-0.9822689744709167,2,3,0.9421637820708985,3,2,1.053413018870969,1,0.06989412075766421,0,1,-0.7187454693270836,1,2.29128784747792,1,1,1
1,-1.1620584687861257,1,1,0.1758957660986277,2,1,-1.727485659452309,3,2,1.053413018870969,2,0.3476191039006999,1,1,1.045047093438766,3,-0.4364357804719845,0,0,0
0,-0.21314882805028765,3,7,0.09066884604876067,1,2,-1.727485659452309,2,2,0.15306001128894414,2,-0.9484308174334667,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,-0.21314882805028765,3,1,-0.163169169883546,4,1,0.9421637820708985,3,2,0.15306001128894414,0,-0.3004058567663834,1,1,-0.7187454693270836,1,-0.4364357804719845,0,0,0
0,0.3561969563912153,2,0,0.7812372414798453,4,0,0.9421637820708985,3,2,-0.7472929962930807,0,0.16246911513867612,0,1,1.045047093438766,0,-0.4364357804719845,1,1,0
0,-0.21314882805028765,3,7,-0.7901628898179731,2,3,0.9421637820708985,2,1,-0.7472929962930807,2,-0.3004058567663834,1,1,-0.7187454693270836,3,-0.4364357804719845,0,1,0
1,-1.3518403969332935,1,1,0.30396648920059005,2,0,-1.727485659452309,3,2,0.15306001128894414,2,0.16246911513867612,1,2,2.8088396562046154,1,2.29128784747792,0,1,0
3,0.9255427408327181,1,7,1.7164299317567646,4,1,-0.8376025122779064,3,2,0.15306001128894414,0,0.06989412075766421,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
0,0.3561969563912153,3,1,-0.13737075084142406,2,0,0.052280634896496016,0,2,1.053413018870969,0,-1.4113057893385261,1,2,-0.7187454693270836,3,-0.4364357804719845,1,1,1
3,2.064234309715724,2,7,2.2417847909560464,2,1,-0.8376025122779064,3,2,1.053413018870969,1,-1.3187307949575142,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
3,0.3561969563912153,3,7,-0.28525097427930146,1,3,0.052280634896496016,3,2,-0.7472929962930807,1,-0.022680873623347676,0,1,1.045047093438766,1,-0.4364357804719845,1,1,1
0,0.3561969563912153,2,5,-0.4386594303690621,2,4,0.052280634896496016,0,2,-0.7472929962930807,0,-0.11525586800435958,1,1,-0.7187454693270836,0,-0.4364357804719845,1,1,1
0,-0.7824946124917905,3,1,-0.8260964020552143,2,3,-1.727485659452309,1,2,-1.6476460038751053,2,0.9956440645677832,1,2,1.045047093438766,1,-0.4364357804719845,0,1,1
3,-0.4978217202710391,1,7,-0.783252599003119,1,0,-0.8376025122779064,2,2,-0.7472929962930807,0,1.088219058948795,1,1,1.045047093438766,3,-0.4364357804719845,0,1,0
1,0.3561969563912153,0,0,0.06671317122393318,2,0,0.9421637820708985,3,2,-0.7472929962930807,0,-0.3929808511473953,1,2,-0.7187454693270836,1,-0.4364357804719845,1,1,1
0,-0.7824946124917905,3,1,-0.4672219657371256,2,1,0.052280634896496016,3,2,1.053413018870969,0,-0.48555584552840714,1,2,-0.7187454693270836,1,2.29128784747792,1,1,0
1,0.3561969563912153,3,1,-0.7533080054720847,4,0,0.9421637820708985,0,2,-0.7472929962930807,0,-0.022680873623347676,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
2,-1.3518403969332935,3,1,-1.0628890339775476,3,2,-0.8376025122779064,2,2,-0.7472929962930807,2,-0.7632808286714429,1,1,-0.7187454693270836,2,-0.4364357804719845,0,0,0
0,0.9255427408327181,1,1,-0.38475916201320026,4,3,0.9421637820708985,3,2,1.053413018870969,2,0.06989412075766421,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
3,-0.21314882805028765,1,7,1.4068489032513016,2,3,0.052280634896496016,3,2,1.053413018870969,1,-0.20783086238537146,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
1,0.3561969563912153,0,7,-0.6772948065086898,2,1,0.9421637820708985,3,1,1.053413018870969,1,-1.0410058118144785,0,2,-0.7187454693270836,3,-0.4364357804719845,0,1,1
3,-0.4978217202710391,2,5,-0.9472568343423226,3,1,0.052280634896496016,0,2,-0.7472929962930807,0,-0.48555584552840714,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
0,0.9255427408327181,0,5,0.22104299942234104,3,0,0.9421637820708985,3,2,-0.7472929962930807,1,-0.11525586800435958,2,1,-0.7187454693270836,1,2.29128784747792,1,1,0
2,-0.9722765406389582,1,1,-1.0297196380662479,2,3,0.9421637820708985,3,2,1.053413018870969,3,2.5694189690449853,1,0,1.045047093438766,1,-0.4364357804719845,1,1,0
3,-1.541622325080461,1,1,-0.7192172374521378,2,1,-0.8376025122779064,3,2,-1.6476460038751053,2,0.6253440870437356,1,1,2.8088396562046154,3,2.29128784747792,0,1,0
3,-0.7824946124917905,3,1,-0.4068720926207333,4,3,0.9421637820708985,0,2,1.053413018870969,3,1.5510940308538546,1,0,-0.7187454693270836,0,-0.4364357804719845,1,1,0
1,2.064234309715724,1,2,1.4404789852169249,2,3,0.9421637820708985,0,2,1.053413018870969,3,2.106543997139926,2,0,1.045047093438766,3,-0.4364357804719845,0,1,1
0,-1.067167504712542,1,5,-0.5054589082459848,2,1,0.9421637820708985,3,2,0.15306001128894414,1,-0.022680873623347676,1,2,-0.7187454693270836,1,-0.4364357804719845,1,1,0
0,-0.9722765406389582,3,1,1.9771782385039254,2,4,-0.8376025122779064,3,2,1.053413018870969,3,2.708281460616503,0,0,-0.7187454693270836,0,-0.4364357804719845,1,1,0
3,1.494888525274221,2,7,0.6623802394643551,2,0,0.9421637820708985,0,2,1.053413018870969,2,-0.11525586800435958,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
0,1.494888525274221,3,2,1.8113312589474273,2,0,-0.8376025122779064,3,2,-0.7472929962930807,1,-0.022680873623347676,1,2,-0.7187454693270836,0,-0.4364357804719845,1,1,0
3,-0.7824946124917905,3,2,-0.26313804367176835,4,2,-0.8376025122779064,2,2,1.053413018870969,1,-0.8558558230524548,1,2,-0.7187454693270836,1,-0.4364357804719845,1,1,0
1,1.494888525274221,1,4,2.2417847909560464,2,0,0.052280634896496016,0,2,-0.7472929962930807,3,-0.9484308174334667,1,1,1.045047093438766,0,-0.4364357804719845,1,1,1
1,2.064234309715724,3,7,0.437104758900112,2,2,0.9421637820708985,3,2,0.15306001128894414,1,-0.11525586800435958,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
3,0.3561969563912153,1,7,-0.15303407668842667,2,0,0.9421637820708985,3,2,-0.7472929962930807,2,-0.022680873623347676,1,1,1.045047093438766,3,-0.4364357804719845,0,1,0
1,-0.21314882805028765,3,5,-0.2502388341507074,2,4,0.9421637820708985,3,2,-1.6476460038751053,1,-0.9484308174334667,1,1,-0.7187454693270836,2,-0.4364357804719845,0,1,1
3,0.3561969563912153,2,0,-0.01759237671728663,4,0,0.9421637820708985,3,2,1.053413018870969,2,-0.3004058567663834,1,1,1.045047093438766,1,2.29128784747792,1,1,0
0,-0.7824946124917905,3,8,-1.0951370577802,2,0,0.9421637820708985,3,2,-0.7472929962930807,1,-0.48555584552840714,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
0,0.3561969563912153,3,7,-0.45017658172715225,2,2,-1.727485659452309,2,2,-1.6476460038751053,0,-1.2261558005765023,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,1
2,0.3561969563912153,1,1,-0.7703533894820581,4,1,0.9421637820708985,3,2,-0.7472929962930807,2,0.16246911513867612,0,1,1.045047093438766,3,2.29128784747792,0,1,1
1,-1.3518403969332935,3,4,-1.1831280941560085,2,2,0.9421637820708985,0,2,1.053413018870969,0,-1.1335808061954904,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
0,1.494888525274221,2,1,-0.07103195901882488,0,3,0.9421637820708985,3,2,0.15306001128894414,3,-0.48555584552840714,1,0,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,1.494888525274221,3,1,2.2417847909560464,2,1,-0.8376025122779064,3,2,-1.6476460038751053,1,-1.0410058118144785,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,1
1,0.9255427408327181,3,8,2.2417847909560464,2,2,-1.727485659452309,1,2,-1.6476460038751053,3,-0.11525586800435958,1,1,-0.7187454693270836,3,-0.4364357804719845,1,1,1
0,-0.21314882805028765,1,5,-0.5013127337570724,2,2,-0.8376025122779064,3,2,-0.7472929962930807,2,-0.3929808511473953,1,1,1.045047093438766,3,-0.4364357804719845,0,1,1
2,0.3561969563912153,3,7,-0.8099723901538881,1,0,0.052280634896496016,0,2,0.15306001128894414,1,2.013969002758914,1,1,-0.7187454693270836,3,-0.4364357804719845,0,1,0
0,-1.067167504712542,3,1,-1.2623660954996687,2,0,0.9421637820708985,2,2,1.053413018870969,2,-1.2261558005765023,1,2,-0.7187454693270836,3,-0.4364357804719845,0,1,0
3,-0.9722765406389582,3,1,-0.7864774013833843,4,0,0.9421637820708985,3,1,1.053413018870969,0,-0.7632808286714429,1,1,-0.7187454693270836,3,-0.4364357804719845,0,1,1
3,-0.21314882805028765,0,1,1.5855950923288606,2,3,-0.8376025122779064,3,2,1.053413018870969,3,0.3476191039006999,0,1,1.045047093438766,0,2.29128784747792,1,1,1
3,1.494888525274221,1,7,2.2417847909560464,2,0,-0.8376025122779064,0,2,-0.7472929962930807,1,-0.3929808511473953,2,1,1.045047093438766,1,-0.4364357804719845,0,1,0
0,-1.3518403969332935,3,7,-1.1665433962003589,2,1,0.052280634896496016,2,1,0.15306001128894414,2,-0.670705834290431,0,1,-0.7187454693270836,3,-0.4364357804719845,0,1,0
1,-0.7824946124917905,1,2,-0.7404087959510237,2,3,0.9421637820708985,3,2,0.15306001128894414,2,1.7362440196158784,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,-0.7824946124917905,3,7,-0.7763423081882649,2,2,-0.8376025122779064,3,2,-1.6476460038751053,1,-1.2261558005765023,2,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
3,-0.21314882805028765,4,0,0.5292419697648332,2,0,-0.8376025122779064,3,2,-0.7472929962930807,1,0.06989412075766421,2,1,1.045047093438766,1,2.29128784747792,0,1,1
1,-0.8773855765653743,1,1,0.4094635956406957,2,0,-0.8376025122779064,3,2,-0.7472929962930807,2,0.06989412075766421,1,2,1.045047093438766,1,2.29128784747792,0,1,0
3,2.064234309715724,3,0,0.41360977012960815,4,0,0.9421637820708985,1,2,-0.7472929962930807,2,0.25504410951968803,0,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
1,0.9255427408327181,3,5,0.04229681034478209,2,2,-0.8376025122779064,1,2,1.053413018870969,0,-0.3929808511473953,1,1,-0.7187454693270836,3,-0.4364357804719845,0,1,1
1,0.3561969563912153,3,1,-0.7975338666871508,4,1,0.9421637820708985,0,2,1.053413018870969,3,-0.3004058567663834,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,1
1,-0.21314882805028765,3,4,-1.0440009057502797,2,4,0.9421637820708985,0,2,-1.6476460038751053,2,-0.7632808286714429,1,1,-0.7187454693270836,2,-0.4364357804719845,0,1,1
3,0.3561969563912153,1,7,-0.06642509847558882,0,3,0.052280634896496016,3,2,1.053413018870969,2,0.06989412075766421,1,1,-0.7187454693270836,1,2.29128784747792,1,1,0
1,-0.21314882805028765,4,5,0.04506092667072372,2,2,-1.727485659452309,0,2,1.053413018870969,0,-0.8558558230524548,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,1
1,0.3561969563912153,3,2,-0.02404198147781711,4,3,0.9421637820708985,3,2,1.053413018870969,3,1.2733690477108188,0,0,-0.7187454693270836,1,2.29128784747792,1,1,0
3,-1.3518403969332935,0,1,-1.0287982659576007,4,0,-1.727485659452309,3,1,-0.7472929962930807,2,-0.8558558230524548,2,1,-0.7187454693270836,3,2.29128784747792,0,1,0
1,-1.067167504712542,3,1,-0.7344198772448168,2,2,0.052280634896496016,3,2,-0.7472929962930807,3,-0.7632808286714429,1,0,-0.7187454693270836,0,-0.4364357804719845,1,1,1
0,-1.067167504712542,3,0,-0.7487011449288486,2,0,-0.8376025122779064,2,2,-1.6476460038751053,2,-0.7632808286714429,0,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
1,1.494888525274221,1,2,2.2417847909560464,2,1,0.9421637820708985,3,2,1.053413018870969,1,-1.0410058118144785,1,1,1.045047093438766,1,-0.4364357804719845,1,1,1
3,-0.7824946124917905,3,5,-0.6643955969876288,2,0,0.9421637820708985,3,2,-0.7472929962930807,2,1.3659440420918307,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,-0.7824946124917905,1,7,0.25651582560525865,2,0,-1.727485659452309,0,2,-1.6476460038751053,2,-1.1335808061954904,1,1,-0.7187454693270836,3,-0.4364357804719845,0,1,0
0,0.9255427408327181,2,7,-0.5054589082459848,0,2,0.9421637820708985,3,2,0.15306001128894414,3,-0.48555584552840714,2,1,1.045047093438766,0,-0.4364357804719845,0,1,1
3,-0.7824946124917905,3,1,-1.0946763717258763,2,0,0.9421637820708985,1,2,-0.7472929962930807,2,1.2733690477108188,1,1,-0.7187454693270836,3,-0.4364357804719845,0,1,0
0,1.494888525274221,2,0,0.6628409255186787,2,0,-0.8376025122779064,1,2,-0.7472929962930807,2,-0.48555584552840714,2,1,1.045047093438766,0,-0.4364357804719845,1,1,1
3,-0.21314882805028765,1,7,-0.8601871700751611,3,0,0.9421637820708985,3,2,0.15306001128894414,2,0.9956440645677832,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
0,-0.4978217202710391,2,8,-0.6929581323556924,3,0,0.052280634896496016,2,2,0.15306001128894414,0,2.3842689802829615,2,1,1.045047093438766,1,-0.4364357804719845,0,1,1
3,-0.7824946124917905,3,2,-0.7385660517337292,3,1,0.052280634896496016,3,2,-0.7472929962930807,0,1.8288190139968903,1,1,-0.7187454693270836,1,-0.4364357804719845,0,0,0
3,-0.4978217202710391,1,1,0.934645697569606,4,3,-1.727485659452309,0,2,1.053413018870969,1,2.1991189915209377,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
0,-0.7824946124917905,1,3,-0.7334985051361697,2,1,0.9421637820708985,3,2,0.15306001128894414,0,-0.8558558230524548,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,0.07152406417046382,3,2,1.0281649665972978,4,0,-1.727485659452309,3,2,0.15306001128894414,1,-0.8558558230524548,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,-0.21314882805028765,3,5,-0.45017658172715225,2,0,-1.727485659452309,0,2,1.053413018870969,2,-1.4113057893385261,0,2,-0.7187454693270836,1,-0.4364357804719845,0,1,1
1,0.3561969563912153,3,7,-0.49670587321383636,2,2,0.9421637820708985,1,2,0.15306001128894414,0,-0.3004058567663834,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
0,-1.067167504712542,0,2,0.9733433261327888,2,3,-0.8376025122779064,0,2,1.053413018870969,3,2.708281460616503,0,0,-0.7187454693270836,0,2.29128784747792,1,1,1
3,-0.21314882805028765,1,5,0.351877838850245,2,2,0.052280634896496016,1,2,-0.7472929962930807,1,-0.022680873623347676,1,1,1.045047093438766,0,-0.4364357804719845,1,1,0
